,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
329,391783,37.07,37.07,,,,,2.0,1.0,0,0,0,Nam,Đ.Trang Tử,P.14,Q.5,1.85,49.9,bán căn hộ chung cư trung tâm quận 5 - gần chợ kim biên,"Đ.Trang Tử, P.14, Q.5, Hồ Chí Minh",0,0,0,0,2.0
330,366325,44.2,44.2,,,,,1.0,1.0,0,0,0,,Đ.Số 45,P.6,Q.4,1.85,41.8,bán căn hộ chung cư c2 phường 6 quận 4 - nội thất như hình ,"Đ.Số 45, P.6, Q.4, Hồ Chí Minh",1,1,1,1,2.0
332,396720,72.6,72.6,,,,,2.0,2.0,0,0,0,,Đ.Quốc Lộ 1A,P.Trung Mỹ Tây,Q.12,1.85,25.4,bán căn hộ cao cấp 2pn sang trọng tại chung cư besco an sương - quận 12,"Đ.Quốc Lộ 1A, P.Trung Mỹ Tây, Q.12, Hồ Chí Minh",1,1,1,1,2.0
333,418064,76.9,76.9,,,,,2.0,1.0,0,0,0,Bắc,Đ.Số 10,P.13,Q.6,1.85,24.0,bán căn hộ quận 6 - chung cư 78 kinh dương vương - đã có sổ hồng - tầng trung view thoáng,"Đ.Số 10, P.13, Q.6, Hồ Chí Minh",1,1,1,0,2.0
334,398564,76.9,76.9,,,,,2.0,1.0,0,0,0,,Đ.Kinh Dương Vương,P.13,Q.6,1.85,24.0,"bán căn hộ tầng 4 chung cư 78 kinh dương vương, phường 13, quận 6","Đ.Kinh Dương Vương, P.13, Q.6, Hồ Chí Minh",0,0,0,0,2.0
336,380216,93.2,93.2,,,,,3.0,2.0,0,0,0,,Đ.Huỳnh Tấn Phát,Thị trấn Nhà Bè,H.Nhà Bè,1.85,19.8,"bán căn hộ sài gòn mới, đường huỳnh tấn phát, huyện nhà b","Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh",1,1,0,0,2.0
342,359507,66.6,66.6,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.85,27.7,bán căn hộ cao cấp 2pn tại chung cư conic đình khiêm - bình chánh.,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
343,413935,60.45,60.45,,,,,2.0,2.0,0,0,0,,Đ.Cây Keo,P.Tam Phú,Q.Thủ Đức,1.85,30.6,bán căn hộ 2 phòng ngủ chung cư đạt gia quận thủ đức,"Đ.Cây Keo, P.Tam Phú, Q.Thủ Đức, Hồ Chí Minh",0,0,0,0,2.0
344,409200,67.0,67.0,,,,,2.0,1.0,0,0,0,,Đ.Nam Hòa,P.Phước Long A,Q.9,1.85,27.6,bán căn hộ đầy đủ nội thất green buiding trung tâm thành phố thủ đức,"Đ.Nam Hòa, P.Phước Long A, Q.9, Hồ Chí Minh",0,0,0,0,2.0
345,396646,32.0,32.0,,,,,1.0,1.0,0,0,0,,Đ.Số 9A,X.Bình Hưng,H.Bình Chánh,1.85,57.8,bán căn góc officetel 32m2 tại chung cư saigon mia - bình chánh,"Đ.Số 9A, X.Bình Hưng, H.Bình Chánh, Hồ Chí Minh",1,1,1,0,2.0
347,408551,55.8,55.8,,,,,2.0,2.0,0,0,0,T.Bắc,Đ.Số 30,P.Linh Đông,Q.Thủ Đức,1.85,33.1,"chính chủ bán gấp căn hộ 2 phòng ngủ, thuộc chung cư 4s linh đông, thành phố thủ đức","Đ.Số 30, P.Linh Đông, Q.Thủ Đức, Hồ Chí Minh",1,1,0,0,2.0
350,388495,39.0,39.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Hữu Thọ,P.Tân Hưng,Q.7,1.85,47.4,"bán căn hộ offitcetel sunrise cityview 39m2, 1pn- phường tân hưng - quận 7","Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh",1,1,0,0,2.0
351,385901,93.2,93.2,,,,,3.0,2.0,0,0,0,,Đ.Huỳnh Tấn Phát,Thị trấn Nhà Bè,H.Nhà Bè,1.85,19.8,"bán căn hộ sài gòn mới 3pn, 93m2 -  đường huỳnh tấn phát huyện nhà bè - khu dân cư tri thức, an ninh, yên tĩnh","Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,2.0
352,405077,69.1,69.1,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.85,26.7,"bán căn hộ tầng trung terra rosa kdc 13e, xã phong phú, bình chánh - thích hợp ở ngay","Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,1,1,2.0
353,343113,30.0,30.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Công Trứ,P.Nguyễn Thái Bình,Q.1,1.85,61.6,bán gấp căn hộ tầng 1 chung cư nguyễn công trứ quận 1,"Đ.Nguyễn Công Trứ, P.Nguyễn Thái Bình, Q.1, Hồ Chí Minh",0,0,0,0,2.0
355,366120,89.0,89.0,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Lộ Tẻ,P.Tân Tạo A,Q.Bình Tân,1.85,20.7,bán căn hộ chung cư tân tạo vĩnh tường - quận bình tân,"Đ.Lộ Tẻ, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
356,298924,45.27,45.27,,,,,,2.0,0,0,0,,Đ.Nguyễn Duy Trinh,P.Bình Trưng Tây,Q.2,1.85,40.8,"cần bán shop thương mại, chung cư la astoria, phường bình trưng tây, quận 2.","Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",1,1,1,1,2.0
357,407860,47.0,47.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.85,39.3,bán căn hộ chung cư vinhome grand park quận 9 - nhà mới - vào ở ngay,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",1,1,1,0,2.0
358,328153,73.1,73.1,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.85,25.3,"bán căn góc conic đình khiêm - khu dân cư conic phong phú, bình chánh.","Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
359,258044,31.41,31.41,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.86,59.2,"bán căn officetel, chung cư the sun avenue, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
360,398799,67.21,67.21,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Lương Bằng,P.Phú Mỹ,Q.7,1.86,27.6,"bán căn hộ 2pn chung cư era town đức khải phường phú mỹ, quận 7 - nội thất đầy đủ, view sông","Đ.Nguyễn Lương Bằng, P.Phú Mỹ, Q.7, Hồ Chí Minh",1,1,0,0,2.0
362,221888,49.4,49.4,,,,,2.0,1.0,0,0,0,T.Bắc,Đ.Số 11,P.Trường Thọ,Q.Thủ Đức,1.88,38.0,"chính chủ bán căn hộ thuộc chung cư saigon metro park, phường trường thọ, quận thủ đức","Đ.Số 11, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,2.0
365,404702,53.0,53.0,,,,,2.0,1.0,0,0,0,,Đ.Lô A2,P.7,Q.8,1.89,35.6," bán căn hộ chung cư conic riverside - phường 7, quận 8","Đ.Lô A2, P.7, Q.8, Hồ Chí Minh",1,1,0,0,2.0
369,255385,65.0,65.0,,,,,2.0,2.0,0,0,0,,Đ.số 35 - CL,P.Cát Lái,Q.2,1.9,29.2,"cần bán căn hộ chung cư citi home, căn góc, nội thất cơ bản. ","Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh",0,0,0,0,2.0
371,51472,50.0,50.0,12.5,4.0,,,2.0,1.0,0,0,0,T.Nam,Đ.Phùng Hưng,P.13,Q.5,1.9,38.0,"bán căn hộ chung cư quận 5 - tầng 4 - sổ hồng riêng chính chủ  - pháp lý minh bạch, rõ ràng","Đ.Phùng Hưng, P.13, Q.5, Hồ Chí Minh",1,1,0,0,2.0
372,396984,60.0,60.0,,,,,2.0,1.0,0,0,0,Đông,Đ.Số 3B,X.Phong Phú,H.Bình Chánh,1.9,31.6,bán căn hộ cao cấp 2pn tại chung cư conic garden - bình chánh.,"Đ.Số 3B, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
373,395953,38.0,38.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Hữu Thọ,P.Tân Hưng,Q.7,1.9,50.0,"bán căn hộ offitcetel sunrise cityview 38m2, 1pn-1wc - full nội thất - phường tân hưng - quận 7","Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh",0,0,0,0,2.0
374,411361,33.33,33.33,,,,,,1.0,0,0,0,,Đ.Nguyễn Hữu Cảnh,P.22,Q.Bình Thạnh,1.9,57.0,bán căn hộ officetel quận bình thạnh - chung cư the manor - căn góc view đẹp,"Đ.Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, Hồ Chí Minh",1,1,1,0,2.0
377,244552,77.4,77.4,,,,,3.0,2.0,0,0,0,,Đ.Số 14,P.Tân Thuận Đông,Q.7,1.9,24.5,bán căn hộ 3 phòng ngủ chung cư an hòa 2 quận 7,"Đ.Số 14, P.Tân Thuận Đông, Q.7, Hồ Chí Minh",1,1,1,1,2.0
379,390939,53.0,53.0,,,,,2.0,1.0,0,0,0,,Đ.số 19,X.Phong Phú,H.Bình Chánh,1.9,35.8,bán căn hộ cao cấp 2pn tại chung cư lovera vista - bình chánh,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,0,0,2.0
381,116688,60.0,60.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Duy Trinh,P.Bình Trưng Tây,Q.2,1.9,31.6,"bán căn hộ chung cư la astoria 3 phường bình trưng tây, quận 2. giao dịch nhanh chóng, nhận nhà ngay.","Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",0,0,0,0,2.0
382,416930,33.1,33.1,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Nguyễn Xiển,P.Long Bình,Q.9,1.9,57.4,bán căn hộ chung cư dự án vinhome grand park quận 9,"Đ.Nguyễn Xiển, P.Long Bình, Q.9, Hồ Chí Minh",0,0,0,0,2.0
383,312679,92.7,92.7,,,,,3.0,2.0,0,0,0,Nam,Đ.Huỳnh Tấn Phát,P.Tân Thuận Đông,Q.7,1.9,20.4,bán căn hộ 3 phòng ngủ chung cư hoàng kim huỳnh tấn phát quận 7 ,"Đ.Huỳnh Tấn Phát, P.Tân Thuận Đông, Q.7, Hồ Chí Minh",1,1,1,1,2.0
384,254946,92.0,92.0,,,,,3.0,2.0,0,0,0,,Đ.số 45,P.14,Q.Gò Vấp,1.9,20.6,bán căn hộ khang gia quân gò vấp,"Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh",1,0,1,1,2.0
390,377686,51.0,51.0,,,,,1.0,1.0,0,0,0,Đông,Đ.Số 1,P.Trường Thọ,Q.Thủ Đức,1.9,37.2,bán căn hộ officetel lavita charm phường trường thọ thành phố thủ đức,"Đ.Số 1, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh",0,0,0,0,2.0
391,389765,83.0,83.0,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.9,22.8,bán căn hộ cao cấp và sang trọng tại the mansion - bình chánh,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
392,401720,64.68,64.68,,,,,2.0,2.0,0,0,0,,Đ.Võ Văn Kiệt,P.16,Q.8,1.9,29.3,"bán căn hộ 2 phòng ngủ dự án dream home riverside phường 16, quận 8","Đ.Võ Văn Kiệt, P.16, Q.8, Hồ Chí Minh",1,1,1,0,2.0
393,255489,39.52,39.52,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.9,48.0,"bán căn officetel, nội thất được trang bị đầy đủ, chung cư the sun avenue, phường an phú, quận 2","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
394,183484,34.38,34.38,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.9,55.2,"chủ bán căn officetel the sun avenue, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
395,219096,51.0,51.0,,,,,2.0,1.0,0,0,0,Đ.Nam,Đ.số 35 - CL,P.Cát Lái,Q.2,1.9,37.2,bán căn hộ chính chủ dự án citi soho phường cát lái quận 2.,"Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh",1,1,0,1,2.0
396,413313,71.2,71.2,,,,,2.0,2.0,0,0,0,,Đ.Số 54,P.Tân Tạo,Q.Bình Tân,1.92,26.9,bán căn hộ chung cư nhất lan phường tân tạo quận bình tân,"Đ.Số 54, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
397,395113,34.3,34.3,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Hữu Thọ,P.Tân Hưng,Q.7,1.92,55.9,bán căn hộ officetel sunrise city view phường tân hưng - quận 7,"Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh",1,1,0,0,2.0
398,420150,48.7,48.7,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Số 2,X.Phong Phú,H.Bình Chánh,1.92,39.4,bán căn hộ huyện bình chánh - chung cư lovera vista khang điền - đã có sổ hồng,"Đ.Số 2, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,0,1,2.0
399,240606,51.7,51.7,8.0,7.0,,,1.0,1.0,0,0,0,T.Nam,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.92,37.1,bán căn hộ 1 phòng ngủ+ chung cư vinhomes grand park - view hướng tây nam,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,0,2.0
401,348296,40.0,40.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Thái Bình,P.Nguyễn Thái Bình,Q.1,1.95,48.7,căn hộ có gác lửng trung tâm quận 1,"Đ.Nguyễn Thái Bình, P.Nguyễn Thái Bình, Q.1, Hồ Chí Minh",0,0,0,0,2.0
402,403903,54.7,54.7,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Thị Định,P.Cát Lái,Q.2,1.95,35.6,bán căn hộ city soho p. cát lát quận 2 - căn hộ góc - đầy đủ nội thất cao cấp,"Đ.Nguyễn Thị Định, P.Cát Lái, Q.2, Hồ Chí Minh",0,0,0,0,2.0
403,348173,56.0,56.0,,,,,2.0,1.0,0,0,0,Tây,Đ.Kinh Dương Vương,P.An Lạc,Q.Bình Tân,1.95,34.8,"bán căn hộ 2 phòng ngủ, chung cư imperial place, an lạc, bình tân - tầng 04","Đ.Kinh Dương Vương, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,2.0
405,388588,79.2,79.2,,,,,3.0,1.0,0,0,0,T.Nam,Đ.Khuông Việt,P.Phú Trung,Q.Tân Phú,1.95,24.6,bán căn hộ 3pn chung cư huỳnh văn chính ii quận tân phú,"Đ.Khuông Việt, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
406,412724,48.0,48.0,,,,,1.0,1.0,0,0,0,,Đ.Ung Văn Khiêm,P.25,Q.Bình Thạnh,1.95,40.6,bán căn hộ chung cư thế kỷ 21 phường 25 quận bình thạnh,"Đ.Ung Văn Khiêm, P.25, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,2.0
408,347243,69.0,69.0,,,,,3.0,2.0,0,0,0,Đông,Đ.Phan Văn Hớn,P.Tân Thới Nhất,Q.12,1.95,28.2,bán căn góc 3pn tại chung cư topaz home quận 12 - full nội thất - tầng 9,"Đ.Phan Văn Hớn, P.Tân Thới Nhất, Q.12, Hồ Chí Minh",1,1,1,1,2.0
409,410303,53.09,53.09,,,,,1.0,1.0,0,0,0,,Đ.D1,P.Phước Long B,Q.9,1.95,36.7,"chính chủ cần bán căn hộ flora fuji, phường phước long b, thành phố thủ đức.","Đ.D1, P.Phước Long B, Q.9, Hồ Chí Minh",1,1,0,0,2.0
410,172395,64.3,64.3,,,,,2.0,2.0,0,0,0,T.Nam,Đ.số 35 - CL,P.Cát Lái,Q.2,1.95,30.3,"cần bán gấp căn hộ 2 phòng ngủ dự án citihome phường cát lái, quận 2.","Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh",1,1,0,0,2.0
411,390518,52.0,52.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.số 19,X.Phong Phú,H.Bình Chánh,1.95,37.5,bán căn hộ cao cấp 1pn tại chung cư lovera vista - bình chánh.,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
412,389213,48.57,48.57,,,,,1.0,1.0,0,0,0,,Đ.số 19,X.Phong Phú,H.Bình Chánh,1.95,40.1,bán căn hộ cao cấp 1pn tại chung cư lovera vista - bình chánh.,"Đ.số 19, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
413,386883,41.95,41.95,,,,,,,0,0,0,,Đ.Số 9A,X.Bình Hưng,H.Bình Chánh,1.95,46.4,bán căn hộ officetel 41.95m2 tại chung cư saigon mia - bình chánh,"Đ.Số 9A, X.Bình Hưng, H.Bình Chánh, Hồ Chí Minh",1,1,1,0,2.0
414,366361,36.0,36.0,,,,,1.0,1.0,0,0,0,,Đ.Phổ Quang,P.2,Q.Tân Bình,1.95,54.1,bán căn hộ officetel tầng cao sky center quận tân bình,"Đ.Phổ Quang, P.2, Q.Tân Bình, Hồ Chí Minh",0,0,0,0,2.0
415,246820,33.58,33.58,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.95,58.0,"cần bán căn officetel thô, chung cư the sun avenue, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
416,245527,34.02,34.02,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.95,57.3,"bán căn officetel, chung cư the sun avenue, phường an phú, quận 2","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
417,267169,31.41,31.41,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.95,62.0,"bán căn officetel, tầng cao view đẹp, chung cư the sun avenue, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
418,350156,53.3,53.3,,,,,1.0,1.0,0,0,0,Đông,Đ.Huỳnh Tấn Phát,P.Phú Thuận,Q.7,1.95,36.5,"d-vela bán căn hộ chung cư quận 7 - phường phú thuận - căn hộ 1 phòng ngủ, full nội thất.","Đ.Huỳnh Tấn Phát, P.Phú Thuận, Q.7, Hồ Chí Minh",0,0,0,0,2.0
422,368124,38.1,38.1,,,,,1.0,1.0,0,0,0,,Đ.Thái Thị Nhạn,P.10,Q.Tân Bình,1.95,51.1,bán căn hộ chung cư bàu cát 2 - block e - quận tân bình,"Đ.Thái Thị Nhạn, P.10, Q.Tân Bình, Hồ Chí Minh",0,0,0,0,2.0
424,391168,68.0,68.0,,,,,2.0,1.0,0,0,0,Đông,Đ.Phạm Đức Sơn,P.16,Q.8,1.95,28.6,bán căn hộ 2 phòng ngủ 68m2 chung cư heaven riverview (mỹ phúc) phường 16 - quận 8 ,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",1,1,1,1,2.0
425,413660,77.89,77.89,,,,,3.0,2.0,0,0,0,,Đ.Trần Đại Nghĩa,P.Tân Tạo A,Q.Bình Tân,1.95,25.0,bán căn hộ 3 phòng ngủ chung cư vision quận bình tân ,"Đ.Trần Đại Nghĩa, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,2.0
427,384967,81.8,81.8,,,,,2.0,2.0,0,0,0,T.Nam,Đ.Nguyễn Cửu Phú,P.Tân Tạo A,Q.Bình Tân,1.95,23.8,bán căn hộ cao cấp tại tecco town quận bình tân,"Đ.Nguyễn Cửu Phú, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
431,413404,78.0,78.0,,,,,2.0,2.0,0,0,0,T.Nam,Đ.Lũy Bán Bích,P.Phú Thọ Hòa,Q.Tân Phú,1.95,25.0,"bán căn hộ cao ốc an bình phường phú thọ hòa quận tân phú - căn hộ góc, view thông thoáng","Đ.Lũy Bán Bích, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
432,389977,51.0,51.0,,,,,2.0,1.0,0,0,0,,Đ.Bờ Bao Tân Thắng,P.Sơn Kỳ,Q.Tân Phú,1.95,38.2,bán căn hộ 2pn chung cư topaz celadon city quận tân phú,"Đ.Bờ Bao Tân Thắng, P.Sơn Kỳ, Q.Tân Phú, Hồ Chí Minh",1,1,0,0,2.0
433,148714,21.6,21.6,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Văn Thương,P.25,Q.Bình Thạnh,1.95,90.2,"bán căn hộ tầng 1, chung cư cũ 4/41 đường d1 ( phía sau tòa nhà pearl plaza)","Đ.Nguyễn Văn Thương, P.25, Q.Bình Thạnh, Hồ Chí Minh",1,0,1,0,2.0
434,413349,51.06,51.06,,,,,,1.0,0,0,0,,Đ.Huỳnh Tấn Phát,P.Bình Thuận,Q.7,1.95,38.1,bán căn hộ officetel tầng cao luxcity quận 7,"Đ.Huỳnh Tấn Phát, P.Bình Thuận, Q.7, Hồ Chí Minh",0,0,0,0,2.0
435,183112,45.0,45.0,,,,,1.0,1.0,0,0,0,Đông,Đ.Nguyễn Duy Trinh,P.Bình Trưng Tây,Q.2,1.95,43.3,"chủ bán căn la astoria 1 phòng ngủ, căn góc view đẹp, phường bình trưng tây, quận 2.","Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",1,1,1,1,2.0
436,405584,87.7,87.7,,,,,3.0,2.0,0,0,0,,Đ.Số 2,X.Phong Phú,H.Bình Chánh,1.95,22.2,căn hộ thoáng mát conic nội thất cơ bản,"Đ.Số 2, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,0,0,0,2.0
438,256825,46.5,46.5,7.0,6.8,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.95,41.9,bán căn hộ 1 phòng ngủ+ chung cư vinhomes grand park - view hướng đông bắc,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,1,2.0
440,406846,49.0,49.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Xiển,P.Long Bình,Q.9,1.95,39.7,bán căn hộ tầng cao vinhomes grandpark quận 9,"Đ.Nguyễn Xiển, P.Long Bình, Q.9, Hồ Chí Minh",0,0,0,0,2.0
442,395125,34.0,34.0,,,,,1.0,1.0,0,0,0,,Đ.Phổ Quang,P.2,Q.Tân Bình,1.97,57.9,"chính chủ cần bán căn hộ officetel sky center, đang có hợp đồng thuê 8 triệu/ tháng","Đ.Phổ Quang, P.2, Q.Tân Bình, Hồ Chí Minh",0,0,0,0,2.0
443,382634,63.95,63.95,,,,,2.0,2.0,0,0,0,Đ.Nam,Đ.Tân Hương,P.Tân Quý,Q.Tân Phú,1.98,30.9,"bán căn góc 2 phòng ngủ chung cư tân hương tower quận tân phú - tầng cao, view đẹp","Đ.Tân Hương, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
444,412403,59.5,59.5,,,,,1.0,1.0,0,0,0,T.Nam,Đ.Nguyễn Duy Trinh,P.Bình Trưng Tây,Q.2,1.98,33.2,"bán căn hộ officetel dạng duplex 1 phòng ngủ, có lửng, chung cư la astoria 3, phường bình trưng tây, quận 2 ","Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",1,1,0,0,2.0
447,396504,27.0,27.0,,,,,1.0,1.0,0,0,0,,Đ.Bến Vân Đồn,P.6,Q.4,1.99,73.7,bán căn hộ officetel river gate quận 4 - đang cho thuê thu nhập 11 triệu/ tháng,"Đ.Bến Vân Đồn, P.6, Q.4, Hồ Chí Minh",1,1,1,1,2.0
451,410640,41.0,41.0,,,,,1.0,1.0,0,0,0,Nam,Đ.Nguyễn Thiện Thuật,P.1,Q.3,2.0,48.7,bán căn hộ lầu 1 lô c - chung cư nguyễn thiện thuật quận 3,"Đ.Nguyễn Thiện Thuật, P.1, Q.3, Hồ Chí Minh",0,0,0,0,2.0
452,349535,100.0,100.0,,,,,3.0,2.0,0,0,0,,Đ.Dương Quảng Hàm,P.7,Q.Gò Vấp,2.0,20.0,bán căn hộ 3 phòng ngủ 100m2 tại chung cư k26 - quận gò vấp,"Đ.Dương Quảng Hàm, P.7, Q.Gò Vấp, Hồ Chí Minh",1,1,1,1,2.0
455,224671,80.0,80.0,,,,,2.0,2.0,0,0,0,Đ.Nam,Đ.Trịnh Đình Trọng,P.Phú Trung,Q.Tân Phú,2.0,25.0,"bán căn hộ đại thành - quận tân phú, gần công viên đầm sen","Đ.Trịnh Đình Trọng, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
456,410307,73.2,73.2,,,,,2.0,2.0,0,0,0,Đ.Nam,Đ.số 35 - CL,P.Cát Lái,Q.2,2.0,27.3,"bán căn góc, chung cư citi home, p. cát lái, quận 2","Đ.số 35 - CL, P.Cát Lái, Q.2, Hồ Chí Minh",0,0,0,0,2.0
458,352652,90.0,90.0,10.0,6.0,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Trần Bình Trọng,P.1,Q.5,2.0,22.2,bán căn hộ chung cư chợ quán quận 5 - đang cho thuê 5tr/tháng,"Đ.Trần Bình Trọng, P.1, Q.5, Hồ Chí Minh",0,0,0,0,2.0
461,396385,44.99,44.99,,,,,2.0,1.0,0,0,0,T.Nam,Đ.Số 11,P.Tam Bình,Q.Thủ Đức,2.0,44.4,"bán căn hộ 2 phòng ngủ, thuộc chung cư sài gòn avenue phường tam bình, quận thủ đức","Đ.Số 11, P.Tam Bình, Q.Thủ Đức, Hồ Chí Minh",1,1,0,0,2.0
466,291535,46.4,46.4,,,,,2.0,1.0,0,0,0,,Đ.Đinh Bộ Lĩnh,P.26,Q.Bình Thạnh,2.0,43.1,"chinh chủ bán chung cư 2h đinh bộ lĩnh 46m² 2 phòng ngủ,","Đ.Đinh Bộ Lĩnh, P.26, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,2.0
