,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
1196,354174,142.5,,20.0,7.0,,8.0,,,0,0,0,Đ.Bắc,Đ.56,P.Thạnh Mỹ Lợi,Q.2,26.5,185.9,"bán đất nền lô góc 2 mặt tiền xe hơi, phường thạnh mỹ lợi, tp thủ đức.","Đ.56, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",0,0,1,1,3.0
1201,168816,339.6,,42.82,6.71,,4.95,,,0,0,0,Đ.Bắc,Đ.Số 28,P.Linh Đông,Q.Thủ Đức,26.3,77.4,"bán lô đất nở hậu chữ l, mặt tiền nội bộ, phường linh đông, quận thủ đức.","Đ.Số 28, P.Linh Đông, Q.Thủ Đức, Hồ Chí Minh",1,1,1,0,3.0
1208,249325,1559.0,,60.0,25.0,2.0,,,,0,0,0,T.Nam,Đ.Long Thuận,P.Long Phước,Q.9,26.0,16.6,cần bán đất nền tiện kết hợp nhà vườn hoặc phân lô phường long phước quận 9.,"Đ.Long Thuận, P.Long Phước, Q.9, Hồ Chí Minh",1,1,1,0,3.0
1216,303521,182.6,182.6,37.95,4.45,,15.0,,,0,0,0,Đông,Đ.Nguyễn Xí,P.13,Q.Bình Thạnh,26.0,142.3,"bán đất mặt tiền đường nguyễn xí, phường 13. bình thạnh","Đ.Nguyễn Xí, P.13, Q.Bình Thạnh, Hồ Chí Minh",1,1,0,0,3.0
1218,412055,672.7,230.9,29.92,21.71,2.7,,,,0,0,0,Đ.Nam,Đ.Ấp 2,X.Tân Kiên,H.Bình Chánh,26.0,38.6,"bán lô đất thổ cư có diện tích lớn ở đường hưng nhơn xã tân kiên, huyện bình chánh","Đ.Ấp 2, X.Tân Kiên, H.Bình Chánh, Hồ Chí Minh",1,1,1,0,3.0
1223,369239,400.0,,43.0,9.3,,10.0,,,0,0,0,Nam,Đ.Số 154,P.Tân Phú,Q.9,26.0,65.0,bán 1 phần lô đất lớn mặt tiền đường phường tân phú- thành phố thủ đức,"Đ.Số 154, P.Tân Phú, Q.9, Hồ Chí Minh",1,0,1,1,3.0
1229,419880,949.0,949.0,47.63,21.03,,8.0,,1.0,0,0,0,T.Bắc,Đ.Số 8,P.Long Trường,Q.9,25.8,27.1,bán kho xưởng 949m2 - gần khu công nghê cao phường long trường quận 9 - đang cho thuê thu nhập 60 triệu/tháng.,"Đ.Số 8, P.Long Trường, Q.9, Hồ Chí Minh",0,0,0,0,3.0
1231,154083,730.6,,43.76,22.37,,14.0,,,0,0,0,Đ.Nam,Đ.Nguyễn Bình,X.Nhơn Đức,H.Nhà Bè,25.57,35.0,bán đất nền mặt tiền xã nhơn đức huyện nhà bè,"Đ.Nguyễn Bình, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh",1,1,1,0,3.0
1232,375001,2929.0,,57.35,50.05,2.0,,,,0,0,0,Đ.Bắc,Đ.Võ Thị Đầy,X.Nhị Bình,H.Hóc Môn,25.52,8.7,"bán lô đất trồng cây hằng năm, diện tích 2929m2 nhị bình hóc môn","Đ.Võ Thị Đầy, X.Nhị Bình, H.Hóc Môn, Hồ Chí Minh",1,1,0,0,3.0
1246,338982,159.7,,28.66,5.6,,6.0,,,0,0,0,Đ.Bắc,Đ.Số 1,P.Bình An,Q.2,25.0,156.5,"bán lô đất mặt tiền đường xe hơi, cách cầu sài gòn 600m, phường bình an, tp thủ đức.","Đ.Số 1, P.Bình An, Q.2, Hồ Chí Minh",0,0,1,1,3.0
1251,346015,1949.6,,39.04,35.75,6.0,12.0,,,0,0,0,Đ.Bắc,Đ.Xuân Thới Sơn 36,X.Xuân Thới Sơn,H.Hóc Môn,25.0,12.8,"bán lô đất thổ cư có sẵn dãy nhà trọ và nhà xưởng, đường nhựa, diện tích 1,949.60m2 xuân thới sơn hóc môn","Đ.Xuân Thới Sơn 36, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh",1,1,0,0,3.0
1261,81815,496.9,,40.0,13.0,,15.0,,,0,0,0,Đ.Bắc,Đ.Nguyễn Văn Tạo,X.Long Thới,H.Nhà Bè,25.0,50.3,bán đất nền mặt tiền đường chính xã long thới huyện nhà bè,"Đ.Nguyễn Văn Tạo, X.Long Thới, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,3.0
1264,404544,47.3,,8.98,5.46,3.0,,,,0,0,0,Đ.Nam,Đ.Xa Lộ Hà Nội,P.Linh Trung,Q.Thủ Đức,3.1,65.5,"bán gấp lô đất thổ cư, 2 mặt tiền hẻm, phường linh trung, thành phố thủ đức","Đ.Xa Lộ Hà Nội, P.Linh Trung, Q.Thủ Đức, Hồ Chí Minh",1,1,0,1,3.0
