item_code,item_name,bedroom,bathroom,area,direction,address,total_price,unit_price,gross_unit_price,payment,property_Phòng ngủ,property_Phòng tắm,property_Diện tích sử dụng,property_Hướng,property_Hiện trạng nhà,property_Giấy tờ,property_Chiều dài,property_Chiều rộng,property_Diện tích đất,property_Độ rộng hẻm,property_Kết cấu nhà,property_Năm xây dựng,property_Độ rộng mặt tiền đường,utility_Na,"utility_Gần chợ, siêu thị",utility_Gần trường học,utility_Di chuyển thuận tiện ra trung tâm,utility_Thiết kế thông thoáng,"utility_Khu vực an ninh, yên tĩnh",utility_Gần mặt tiền đường,utility_Gần bệnh viện,"utility_Gần công viên, trung tâm",utility_Sân để xe rộng rãi,utility_Hẻm thông,utility_Cần bán gấp,utility_Nở hậu,utility_2 Mặt hẻm,utility_2 Mặt đường chính
357392,Bán khách sạn 2 mặt tiền đường phường Tân Phú- Thành Phố Thủ Đức,22,23,202.5 m²,T.Nam,"Đ.Nam Cao, P.Tân Phú, Q.9, Hồ Chí Minh",45 tỷ,"201,9 triệu/m²","222,2 triệu/m²","464,62 triệu/tháng",22,23,780.8 m²,T.Nam,,Sổ hồng,29.7 m,8.3 m,202.5 m²,,"1 trệt, 1 lửng + 3 lầu",,12 m,,True,,True,True,,,,True,True,,,,,True
262245,Nhà nở hậu mặt tiền quận Tân Bình đang cho thuê,1,1,178.67 m²,T.Nam,"Đ.Âu Cơ, P.10, Q.Tân Bình, Hồ Chí Minh",45 tỷ,248 triệu/m²,"251,8 triệu/m²","464,62 triệu/tháng",1,1,202.79 m²,T.Nam,Đang cho thuê,Sổ hồng,44.4 m,4.75 m,178.67 m²,,"1 trệt, 1 lửng",,13 m,True,,,,,,,,,,,,,,
388827,"Bán nhà MT Vĩnh Lộc, Xã Phạm Văn Hai, Huyện Bình Chánh- thuận tiện kinh doanh.",1,1,400 m²,Đông,"Đ.Vĩnh Lộc, X.Phạm Văn Hai, H.Bình Chánh, Hồ Chí Minh",45 tỷ,,"112,5 triệu/m²","464,62 triệu/tháng",1,1,1000 m²,Đông,Đang cho thuê,Sổ hồng,50 m,20 m,400 m²,,1 trệt,,16 m,,True,True,True,,,,True,True,,,,,,
400671,Bán dãy trọ kèm sân bóng Quận 12 - Gần cầu An Phú Đông,24,24,4198.4 m²,Đ.Nam,"Đ.Vườn Lài, P.An Phú Đông, Q.12, Hồ Chí Minh",45 tỷ,"7,3 triệu/m²","10,7 triệu/m²","464,62 triệu/tháng",24,24,4198.4 m²,Đ.Nam,Đang cho thuê,Sổ hồng,104.18 m,32.37 m,4198.4 m²,4.5 m,"1 trệt, 1 lửng",,,,True,True,True,,,True,,,,,,,,
148789,"Bán nhà mặt tiền Bình Hưng Hòa, Bình Tân- thuậ tiện kinh doanh",1,2,528 m²,Đ.Nam,"Đ.Tân Kỳ Tân Quý, P.Bình Hưng Hòa, Q.Bình Tân, Hồ Chí Minh",45 tỷ,84 triệu/m²,"85,2 triệu/m²","464,62 triệu/tháng",1,2,177.84 m²,Đ.Nam,Đang cho thuê,Sổ hồng,50 m,9.5 m,528 m²,,"1 trệt, 1 lửng",,16 m,,True,True,True,,,,,,True,,,,,
363081,CẦN BÁN BIẾT THỰ SANG TRỌNG ĐƯỜNG HUỲNH VĂN BÁNH QUẬN PHÚ NHUẬN,5,5,164.5 m²,Tây,"Đ.Huỳnh Văn Bánh, P.11, Q.Phú Nhuận, Hồ Chí Minh",45 tỷ,"264,9 triệu/m²","273,5 triệu/m²","464,62 triệu/tháng",5,5,366.9 m²,Tây,,Sổ hồng,16.45 m,10 m,164.5 m²,5 m,1 trệt + 2 lầu,,,True,,,,,,,,,,,,,,
412041,BÁN NHÀ MẶT TIỀN ĐƯỜNG PHƯỜNG 11 TÂN BÌNH ,10,10,315.4 m²,Đ.Nam,"Đ.Hồng Lạc, P.11, Q.Tân Bình, Hồ Chí Minh",45 tỷ,"121,6 triệu/m²","142,6 triệu/m²","464,62 triệu/tháng",10,10,1261 m²,Đ.Nam,,Sổ hồng,35 m,6.76 m,315.4 m²,,"1 trệt, 1 tầng thượng + 4 lầu, có tầng hầm",,8 m,True,,,,,,,,,,,,,,
331589,Bán đất hẻm xe tải Quận 12 - Cách 600m ra chợ Minh Phát,,,942.5 m²,T.Bắc,"Đ.Thạnh Xuân 22, P.Thạnh Xuân, Q.12, Hồ Chí Minh",45 tỷ,,"47,7 triệu/m²","464,62 triệu/tháng",,,,T.Bắc,,Sổ hồng,29.01 m,32.09 m,942.5 m²,6 m,,,,,True,True,True,,True,True,,,,,,,True,
364284,BÁN NHÀ BIỆT THỰ MINI MẶT TIỀN ĐƯỜNG PHƯỜNG 6 QUẬN 3,8,6,83.3 m²,Đông,"Đ.Hồ Xuân Hương, P.6, Q.3, Hồ Chí Minh",45 tỷ,"522,7 triệu/m²","540,2 triệu/m²","464,62 triệu/tháng",8,6,276.9 m²,Đông,Đang cho thuê,Sổ hồng,12.6 m,6.6 m,83.3 m²,,1 trệt + 5 lầu,,10 m,,True,True,True,True,,,,True,,,,,,
140731,"Bán lô đất 1886.1m2 Đông Thạnh Hóc Môn, mặt tiền đường 10m",,,1886.1 m²,Tây,"Đ.Đông Thạnh 2, X.Đông Thạnh, H.Hóc Môn, Hồ Chí Minh",45 tỷ,,"23,8 triệu/m²","464,62 triệu/tháng",,,1886.1 m²,Tây,,Sổ hồng,54.09 m,33.79 m,1886.1 m²,,,,18.96 m,,,,,True,,,,,,,,,,
117498,"Bán nhà 1266.1m2 Xuân Thới Sơn, Hóc Môn. Mặt tiền đường Nguyễn Văn Bứa 12m2, Nở Hậu 20.45m",3,3,1266.1 m²,T.Bắc,"Đ.Ấp 2, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh",45 tỷ,"35,5 triệu/m²","35,5 triệu/m²","464,62 triệu/tháng",3,3,250 m²,T.Bắc,,Sổ hồng,71.25 m,17.77 m,1266.1 m²,,1 trệt,,6 m,,True,True,True,True,True,True,,True,True,,,True,,
227340,BÁN NHÀ NGUYÊN CĂN MẶT TIỀN TRUNG TÂM QUẬN 1,,2,73.9 m²,T.Nam,"Đ.Hai Bà Trưng, P.Tân Định, Q.1, Hồ Chí Minh",45 tỷ,602 triệu/m²,"608,9 triệu/m²","464,62 triệu/tháng",,2,152 m²,T.Nam,Đang cho thuê,Sổ hồng,17 m,4.2 m,73.9 m²,,1 trệt + 1 lầu,,15 m,,,,,,,,,,,,True,,,
408423,"BÁN CĂN VILLA FIDECO 2 MẶT TIỀN, P. THẢO ĐIỀN, Q.2 - TP. THỦ ĐỨC",7,9,140 m²,Đ.Bắc,"Đ.Thảo Điền, P.Thảo Điền, Q.2, Hồ Chí Minh",45 tỷ,"284,6 triệu/m²","321,4 triệu/m²","464,62 triệu/tháng",7,9,980 m²,Đ.Bắc,Đang ở,Sổ hồng,20 m,7 m,140 m²,,"1 trệt, 1 lửng, 1 tầng thượng + 4 lầu, có tầng hầm",,20 m,,True,True,,True,,True,True,True,,,,,,True
350865,BÁN NHÀ NGUYÊN CĂN MẶT TIỀN PHƯỜNG BẾN NGHÉ QUẬN 1,7,6,61.3 m²,Đ.Bắc,"Đ.Tôn Thất Đạm, P.Bến Nghé, Q.1, Hồ Chí Minh",45 tỷ,"716,7 triệu/m²",734 triệu/m²,"464,62 triệu/tháng",7,6,233.5 m²,Đ.Bắc,,Sổ hồng,16 m,4 m,61.3 m²,,1 trệt + 3 lầu,,15 m,,True,True,,,,,,True,,,True,,,
342275,Bán nhà Quận Gò Vấp - Mặt tiền đường sầm uất - Thuận tiện kinh doanh buôn bán - Vị trí đẹp,,2,338.3 m²,T.Bắc,"Đ.Phan Huy Ích, P.12, Q.Gò Vấp, Hồ Chí Minh",44 tỷ,"127,3 triệu/m²",130 triệu/m²,"454,3 triệu/tháng",,2,276.7 m²,T.Bắc,,Sổ hồng,30 m,8.83 m,338.3 m²,,1 trệt + 1 lầu,,16 m,,True,True,True,True,,,,True,True,,,,,
358624,Bán nhà nguyên căn mặt tiền khu vực phường 24 Quận Bình Thạnh,5,5,199.4 m²,Đông,"Đ.Xô Viết Nghệ Tĩnh, P.24, Q.Bình Thạnh, Hồ Chí Minh",44 tỷ,209 triệu/m²,"220,6 triệu/m²","454,3 triệu/tháng",5,5,439.7 m²,Đông,,Sổ hồng,33.48 m,6.69 m,199.4 m²,,"1 trệt, 1 áp mái + 3 lầu",,12 m,,True,True,True,,,,,True,True,,,,,
121791,"Bán Nhà Biệt Thự Đường Nguyễn Văn Linh Quận 7, thiết kế hiện đại,",10,12,493 m²,Bắc,"Đ.Nguyễn Văn Linh, P.Bình Thuận, Q.7, Hồ Chí Minh","43,26 tỷ",84 triệu/m²,"87,7 triệu/m²","446,65 triệu/tháng",10,12,473.8 m²,Bắc,Đang ở,Sổ hồng,29 m,17 m,493 m²,8 m,1 trệt + 2 lầu,2018,,,True,True,True,,True,True,,True,,True,,,,
413225,"Bán nhà riêng phường 11, quận 6 - Đang cho thuê 40tr/tháng",2,2,185.6 m²,T.Bắc,"Đ.Hậu Giang, P.11, Q.6, Hồ Chí Minh",43 tỷ,"224,1 triệu/m²","231,6 triệu/m²","443,97 triệu/tháng",2,2,307 m²,T.Bắc,Đang cho thuê,Sổ hồng,21 m,8.9 m,185.6 m²,4 m,"1 trệt, 1 lửng + 2 lầu",,,True,,,,,,,,,,,,,,
354888,Bán Đất Nền Mặt Tiền Đường Xã Nhơn Đức Huyện Nhà Bè ,,,4275.1 m²,T.Bắc,"Đ.Lê Văn Lương, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh",43 tỷ,,10 triệu/m²,"443,97 triệu/tháng",,,,T.Bắc,,Sổ hồng,75 m,30 m,4275.1 m²,,,,14 m,,True,True,True,,True,,True,True,,,,,,
244205,Bán nhà riêng Quận BÌnh Thạnh - Hai căn liền kề mặt tiền đường,3,3,217.8 m²,T.Bắc,"Đ.Xô Viết Nghệ Tĩnh, P.25, Q.Bình Thạnh, Hồ Chí Minh",43 tỷ,"192,7 triệu/m²","197,4 triệu/m²","443,97 triệu/tháng",3,3,305 m²,T.Bắc,Đang cho thuê,Sổ hồng,26.8 m,9.4 m,217.8 m²,,1 trệt + 1 lầu,,15 m,True,,,,,,,,,,,,,,
362126,"Bán nhà mặt tiền hụt đường Phan Đăng Lưu, Bình Thanh",15,10,303.7 m²,Bắc,"Đ.Phan Đăng Lưu, P.3, Q.Bình Thạnh, Hồ Chí Minh",43 tỷ,"130,7 triệu/m²","141,5 triệu/m²","443,97 triệu/tháng",15,10,723.8 m²,Bắc,,Sổ hồng,25.55 m,6.72 m,303.7 m²,6 m,1 trệt + 3 lầu,,,True,,,,,,,,,,,,,,
271372,Bán Đất trống 2 Mặt Tiền Quốc Lộ 13 Phường 26 Bình Thạnh,,,232.7 m²,T.Bắc,"Đ.Quốc Lộ Số 13, P.26, Q.Bình Thạnh, Hồ Chí Minh",43 tỷ,,"184,7 triệu/m²","443,97 triệu/tháng",,,232.7 m²,T.Bắc,,Sổ hồng,30 m,9 m,232.7 m²,,,,26.1 m,,True,True,,,,,,True,,,,,,
107534,"Bán nhà MẶT TIỀN tại TRUNG TÂM THÀNH PHỐ, SỔ HỒNG CHÍNH CHỦ!",,2,64.68 m²,T.Bắc,"Đ.Nguyễn Công Trứ, P.Nguyễn Thái Bình, Q.1, Hồ Chí Minh","42,5 tỷ","649,5 triệu/m²",657 triệu/m²,"438,81 triệu/tháng",,2,127.23 m²,T.Bắc,,Sổ hồng,21.2 m,4.2 m,64.68 m²,,"1 trệt, 1 lửng + 1 lầu",,15 m,,True,True,True,,,True,True,True,,,,True,,
414027,"Bán đất nền mặt tiền đường số phường Hiệp Bình Chánh, quận Thủ Đức",,,421 m²,T.Nam,"Đ.Số 3, P.Hiệp Bình Phước, Q.Thủ Đức, Hồ Chí Minh","42,1 tỷ",,100 triệu/m²,"434,68 triệu/tháng",,,,T.Nam,Đang cho thuê,Sổ hồng,37 m,10.64 m,421 m²,,,,8 m,True,,,,,,,,,,,,,,
383801,Bán Nhà Hẻm Xe Hơi Phường Bình Thuận Quận 7 - Nhà Đang Kinh Doanh Căn Hộ Dịch Vụ,50,50,262.3 m²,Tây,"Đ.Tân Thuận Tây, P.Bình Thuận, Q.7, Hồ Chí Minh",42 tỷ,"131,8 triệu/m²","160,1 triệu/m²","433,65 triệu/tháng",50,50,1410.6 m²,Tây,Đang cho thuê,Sổ hồng,26.23 m,10 m,262.3 m²,4.5 m,"1 trệt, 1 lửng, 1 tầng thượng + 4 lầu, có tầng hầm",,10 m,,True,True,True,True,True,True,True,True,True,,,,,
114131,"Bán Đất nền Xã Xuân Thới Sơn,H.Hóc Môn. 2439.8m2 mặt tiền đường lớn",,,2439.8 m²,Đ.Nam,"Đ.Xuân Thới Sơn, X.Xuân Thới Sơn, H.Hóc Môn, Hồ Chí Minh",42 tỷ,,"17,2 triệu/m²","433,65 triệu/tháng",,,1352.2 m²,Đ.Nam,,Sổ hồng,50 m,50 m,2439.8 m²,,,,10 m,,,True,True,,True,True,True,,True,,True,,,
50551,"Bán nhà Quận 3 hẻm xe hơi, nhà xây dựng kiên cố, khu dân cư trí thức.",4,5,157.3 m²,Đông,"Đ.Lê Văn Sỹ, P.13, Q.3, Hồ Chí Minh",42 tỷ,"260,5 triệu/m²",267 triệu/m²,"433,65 triệu/tháng",4,5,262.9 m²,Đông,,Sổ hồng,23.29 m,8.45 m,157.3 m²,5 m,"1 trệt, 1 tầng thượng + 1 lầu",,,,,True,True,True,True,True,,,,,,,,
337654,"Chính chủ bán gấp lô đất diện tích lớn, hẻm xe ba gác, Trường Thọ - Thủ Đức",,,1952.1 m²,Đ.Bắc,"Đ.Số 4, P.Trường Thọ, Q.Thủ Đức, Hồ Chí Minh",42 tỷ,,"21,5 triệu/m²","433,65 triệu/tháng",,,,Đ.Bắc,,Sổ hồng,76.43 m,25.03 m,1952.1 m²,2 m,,,,,True,True,True,,,,,,,,,,,
354526,"Bán nhà riêng trung tâm Quận 5 - Xây dựng kiên cố,thuận tiện kinh doanh mua bán",4,2,87.2 m²,Tây,"Đ.Nhiêu Tâm, P.5, Q.5, Hồ Chí Minh",42 tỷ,"472,8 triệu/m²","481,6 triệu/m²","433,65 triệu/tháng",4,2,198.96 m²,Tây,Đang cho thuê,Sổ hồng,20.75 m,4.2 m,87.2 m²,,"1 trệt, 1 lửng + 1 lầu",,16 m,True,,,,,,,,,,,,,,
80563,"Chính chủ bán nhà cấp 4 mặt tiền đường phường Bình Trưng Tây, quận 2. Sổ hồng riêng, sang tên ngay.",2,1,173.5 m²,Bắc,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",42 tỷ,242 triệu/m²,242 triệu/m²,"433,65 triệu/tháng",2,1,239.1 m²,Bắc,Đang ở,Sổ hồng,30.15 m,10.57 m,173.5 m²,,1 trệt,,10 m,,True,True,True,True,True,True,True,True,True,,True,,,
251306,Bán Biệt Thự Rộng Khu Galleria Nam Sài Gòn Xã Phước Kiểng Huyện Nhà Bè,4,5,342.7 m²,Đ.Nam,"Đ.Nguyễn Hữu Thọ, X.Phước Kiển, H.Nhà Bè, Hồ Chí Minh",42 tỷ,109 triệu/m²,"122,5 triệu/m²","433,65 triệu/tháng",4,5,882.4 m²,Đ.Nam,Đang ở,Sổ hồng,31.5 m,13.38 m,342.7 m²,,"1 trệt, 1 lửng, 1 tầng thượng + 2 lầu, có tầng hầm",,12 m,,True,True,True,True,True,True,True,True,True,,,,,
302619,"Bán nhà hẻm đường Bình Lợi, Khu vực bờ kè phường 27, Bình Thạnh",11,11,317 m²,Đ.Nam,"Đ.Bình Quới, P.27, Q.Bình Thạnh, Hồ Chí Minh",42 tỷ,"123,6 triệu/m²","132,4 triệu/m²","433,65 triệu/tháng",11,11,724 m²,Đ.Nam,,Sổ hồng,32.55 m,9.73 m,317 m²,4 m,1 trệt + 2 lầu,,,True,,,,,,,,,,,,,,
163741,"Chính chủ bán hai căn liền kề, mặt tiền trung tâm quận Phú Nhuận, nhà cũ để trống có GPXD",1,1,241.4 m²,T.Bắc,"Đ.Hồ Văn Huê, P.9, Q.Phú Nhuận, Hồ Chí Minh",42 tỷ,"172,2 triệu/m²","173,9 triệu/m²","433,65 triệu/tháng",1,1,126.4 m²,T.Bắc,,Sổ hồng,25 m,10 m,241.4 m²,,1 trệt + 1 lầu,,19 m,True,,,,,,,,,,,,,,
395862,"Bán Khách sạn, mặt tiền kinh doanh, P.13, Tân Bình - Ngay cầu vượt Hoàng Hoa Thám",31,32,147.5 m²,Bắc,"Đ.Cộng Hòa, P.13, Q.Tân Bình, Hồ Chí Minh",42 tỷ,"256,3 triệu/m²","284,7 triệu/m²","433,65 triệu/tháng",31,32,797.65 m²,Bắc,,Sổ hồng,38.3 m,4.25 m,147.5 m²,,"1 trệt, 1 tầng thượng + 6 lầu",,30 m,,True,True,True,True,,,True,True,,,,,,
416196,"Chính chủ bán gấp nhà mặt tiền Phường 17, Quận Gò Vấp",3,3,383.7 m²,Đ.Nam,"Đ.Nguyễn Oanh, P.17, Q.Gò Vấp, Hồ Chí Minh",42 tỷ,"105,3 triệu/m²","109,4 triệu/m²","433,65 triệu/tháng",3,3,470.5 m²,Đ.Nam,,Sổ hồng,54.11 m,7.15 m,383.7 m²,,1 trệt + 1 lầu,,18.8 m,,True,True,,,,True,,,,,,,,
91190,Bán tòa nhà căn hộ dịch vụ Quận 4 - Đang cho thuê thu nhập 180 triệu/ tháng,20,20,133 m²,T.Bắc,"Đ.Bến Vân Đồn, P.6, Q.4, Hồ Chí Minh",42 tỷ,"268,4 triệu/m²","315,7 triệu/m²","433,65 triệu/tháng",20,20,1200 m²,T.Bắc,Đang cho thuê,Sổ hồng,25.5 m,5.35 m,133 m²,3 m,1 trệt + 7 lầu,,,,,True,True,,True,True,,True,,,,,,
381996,Bán nhà riêng mặt tiền đường ngay Quận 5 - Gần Trường Đại Học Sài Gòn,,3,69.8 m²,Bắc,"Đ.Nguyễn Trãi, P.2, Q.5, Hồ Chí Minh",42 tỷ,"589,7 triệu/m²","601,7 triệu/m²","433,65 triệu/tháng",,3,182.9 m²,Bắc,Đang ở,Sổ hồng,17.9 m,3.95 m,69.8 m²,,"1 trệt, 1 lửng + 2 lầu",,15 m,,True,True,True,,True,True,True,True,,,,,,
393694,"BÁN NHÀ HAI MẶT TIỀN KINH DOANH, P.8, QUẬN 3",18,18,106.4 m²,T.Nam,"Đ.Lý Chính Thắng, P.8, Q.3, Hồ Chí Minh",42 tỷ,"369,5 triệu/m²","394,7 triệu/m²","433,65 triệu/tháng",18,18,509.5 m²,T.Nam,Đang ở,Sổ hồng,25.38 m,4.36 m,106.4 m²,,"1 trệt, 1 lửng + 4 lầu",,10 m,,True,True,True,True,,,,,,,,,,True
131221,Bán nhà Quận 11 - Mặt tiền đường Xóm Đất - Diện tích lớn.,,,295.1 m²,Nam,"Đ.Xóm Đất, P.8, Q.11, Hồ Chí Minh",42 tỷ,"142,3 triệu/m²","142,3 triệu/m²","433,65 triệu/tháng",,,364.6 m²,Nam,,Sổ hồng,30.95 m,7.1 m,295.1 m²,,1 trệt,,10 m,,True,,,,,,,,,,,True,,
381452,"Bán đất HXT 5m, hẻm 1/ Lê Văn Quới, Bình Hưng Hòa A, Bình Tân",,,719 m²,Tây,"Đ.Lê Văn Quới, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh","41,6 tỷ",,"57,8 triệu/m²","429,52 triệu/tháng",,,,Tây,,Sổ hồng,32 m,15 m,719 m²,5 m,,,,,True,True,,,,,True,,,True,,,,
260836,"Bán Khách Sạn mặt tiền, phường Cô Giang, Quận 1 ",17,17,67.4 m²,Đông,"Đ.Đề Thám, P.Cô Giang, Q.1, Hồ Chí Minh",41 tỷ,"571,6 triệu/m²","608,3 triệu/m²","423,32 triệu/tháng",17,17,471 m²,Đông,,Sổ hồng,14.5 m,4.65 m,67.4 m²,,1 trệt + 6 lầu,,10 m,,True,True,,,,,True,True,,,,,,
345818,"Cần bán tòa nhà căn hộ dịch vụ đem lại thu nhập cao, trên trục đường Nguyễn Tư Nghiêm, phường Bình Trưng Tây, Tp. Thủ Đức",33,35,220.9 m²,Nam,"Đ.Nguyễn Tư Nghiêm, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",41 tỷ,"156,6 triệu/m²","185,6 triệu/m²","423,32 triệu/tháng",33,35,1217 m²,Nam,Đang cho thuê,Sổ hồng,20.68 m,10.68 m,220.9 m²,,"1 trệt, 1 lửng + 4 lầu, có tầng hầm",,6 m,,True,True,True,True,True,True,,True,True,,,,,
246497,Bán nhà mặt tiền Bạch Đằng Phường 14 Bình Thạnh,2,2,161 m²,Đ.Nam,"Đ.Bạch Đằng, P.14, Q.Bình Thạnh, Hồ Chí Minh",41 tỷ,"249,6 triệu/m²","254,6 triệu/m²","423,32 triệu/tháng",2,2,239.8 m²,Đ.Nam,,Sổ hồng,39.13 m,3.63 m,161 m²,,1 trệt + 1 lầu,,12 m,,True,True,True,,,True,,True,True,,,,,
339055,BÁN NHÀ NGUYÊN CĂN MẶT TIỀN BUI VIỆN QUẬN 1,5,4,32.3 m²,T.Bắc,"Đ.Bùi Viện, P.Phạm Ngũ Lão, Q.1, Hồ Chí Minh",41 tỷ,"1,2 tỷ/m²","1,2 tỷ/m²","423,32 triệu/tháng",5,4,103.1 m²,T.Bắc,Đang ở,Sổ hồng,9.6 m,3.7 m,32.3 m²,,"1 trệt, 1 tầng thượng + 2 lầu",,15 m,,True,,True,,,,,True,,,True,,,
156751,"Cần bán nhà ngay mặt tiền đường ô tô, thiết kế đẹp có hồ bơi, phường An Phú, Quận 2.",5,5,233.6 m²,T.Bắc,"Đ.Số 9, P.An Phú, Q.2, Hồ Chí Minh",41 tỷ,"169,9 triệu/m²","175,5 triệu/m²","423,32 triệu/tháng",5,5,339.1 m²,T.Bắc,,Sổ hồng,27.07 m,8.68 m,233.6 m²,,1 trệt + 2 lầu,,12 m,,True,True,True,True,True,True,,,,,,,,
83209,Bán nhà mặt tiền đường quận 7 phường Tân Thuận Tây - Khu dân cư sầm uất thích hợp cho thuê kinh doanh,22,22,416 m²,T.Nam,"Đ.Trần Xuân Soạn, P.Tân Thuận Tây, Q.7, Hồ Chí Minh",41 tỷ,,"98,5 triệu/m²","423,32 triệu/tháng",22,22,109.1 m²,T.Nam,Đang cho thuê,Sổ hồng,40 m,10 m,416 m²,,1 trệt,,15 m,,True,True,True,,True,True,,True,,,,,,
301530,Bán nhà góc hẻm phường 8 Quận 3,13,13,162 m²,Đ.Bắc,"Đ.Lý Chính Thắng, P.8, Q.3, Hồ Chí Minh",41 tỷ,"226,8 triệu/m²",253 triệu/m²,"423,32 triệu/tháng",13,13,811 m²,Đ.Bắc,Đang cho thuê,Sổ hồng,20 m,8 m,162 m²,6 m,"1 trệt, 1 lửng, 1 tầng thượng + 4 lầu, có tầng hầm",,,True,,,,,,,,,,,,,,
207205,"Bán lô đất mặt tiền 20m, diện tích 1000.4m2 Xuân Thới Thượng Hóc Môn",,,1000.4 m²,T.Nam,"Đ.XTT 59, X.Xuân Thới Thượng, H.Hóc Môn, Hồ Chí Minh",40 tỷ,,"39,9 triệu/m²",413 triệu/tháng,,,,T.Nam,,Sổ hồng,57.14 m,10 m,1000.4 m²,,,,20 m,,True,True,True,,,True,,True,,,,,,
409911,"BÁN 2 CĂN LIỀN KỀ, MẶT TIỀN KINH DOANH, P.15, TÂN BÌNH",2,2,294.7 m²,Đ.Nam,"Đ.Phạm Văn Bạch, P.15, Q.Tân Bình, Hồ Chí Minh",40 tỷ,,"135,7 triệu/m²",413 triệu/tháng,2,2,173.5 m²,Đ.Nam,Đang cho thuê,Sổ hồng,45.85 m,8.5 m,294.7 m²,,1 trệt,,15 m,,True,True,,,,,True,True,,,,,,
330094,"Bán nhà riêng trung tâm Quận 5 - Xây dựng kiên cố,thuận tiện kinh doanh mua bán",8,4,49.1 m²,T.Bắc,"Đ.Nguyễn Trãi, P.7, Q.5, Hồ Chí Minh",40 tỷ,"797,6 triệu/m²","814,6 triệu/m²",413 triệu/tháng,8,4,183.4 m²,T.Bắc,Đang cho thuê,Sổ hồng,13.45 m,3.65 m,49.1 m²,,1 trệt + 3 lầu,,20 m,,True,True,True,True,True,True,True,True,,,,,,
121143,CẦN BÁN BIỆT THỰ TRUNG TÂM ĐƯỜNG  QUẬN PHÚ NHUẬN,4,3,81.2 m²,Đ.Bắc,"Đ.Đoàn Thị Điểm, P.1, Q.Phú Nhuận, Hồ Chí Minh",40 tỷ,"481,3 triệu/m²","492,6 triệu/m²",413 triệu/tháng,4,3,237.6 m²,Đ.Bắc,Đang cho thuê,Sổ hồng,9.1 m,9 m,81.2 m²,,1 trệt + 2 lầu,,7.4 m,True,,,,,,,,,,,,,,
349989,"Bán nhà căn góc 2 mặt tiền xe hơi, nguyên căn khuôn viên 290m2, 1 trệt 1 lầu, có kho 100m2 và sân rộng rãi, phường Bình An, TP Thủ Đức.",,2,286.8 m²,Đông,"Đ.Số 8, P.Bình An, Q.2, Hồ Chí Minh",40 tỷ,"138,3 triệu/m²","139,4 triệu/m²",413 triệu/tháng,,2,95.8 m²,Đông,,Sổ hồng,28.1 m,11.2 m,286.8 m²,,1 trệt + 1 lầu,,5 m,,True,True,True,True,True,True,,True,True,,,,,
228330,"Bán lô đất mặt tiền đường số 11, phường Linh Trung, quận Thủ Đức.",,,540.5 m²,T.Nam,"Đ.Số 11, P.Linh Trung, Q.Thủ Đức, Hồ Chí Minh",40 tỷ,,74 triệu/m²,413 triệu/tháng,,,,T.Nam,,Sổ hồng,48.77 m,10 m,540.5 m²,,,,5.8 m,,True,True,True,,True,,,,,,,,,
358037,BÁN NHÀ NGUYÊN CĂN 2 MẶT TIỀN PHƯỜNG ĐAKAO QUẬN 1,8,9,81.32 m²,Bắc,"Đ.Hoàng Sa, P.Đa Kao, Q.1, Hồ Chí Minh",40 tỷ,"465,6 triệu/m²","491,8 triệu/m²",413 triệu/tháng,8,9,406.6 m²,Bắc,Đang ở,Sổ hồng,20.33 m,4 m,81.32 m²,,1 trệt + 4 lầu,,15 m,,,,,,,,,,,,True,,,
111821,"Bán căn biêt thự mini, hẻm xe hơi phường Hiệp Bình Chánh, Quận Thủ Đức",2,2,141.3 m²,Đ.Bắc,"Đ.Số 48, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh",40 tỷ,,283 triệu/m²,413 triệu/tháng,2,2,104 m²,Đ.Bắc,Đang ở,Sổ hồng,21.58 m,7.85 m,141.3 m²,3.5 m,1 trệt,,,,True,True,True,True,True,True,,True,True,,,,,
370836,Nhà Bán 2 Căn Đôi Mặt Tiền Đường Quận 11 - Gần trường học và công viên,4,4,127.2 m²,,"Đ.Lê Đại Hành, P.11, Q.11, Hồ Chí Minh",40 tỷ,"309,1 triệu/m²","314,4 triệu/m²",413 triệu/tháng,4,4,200 m²,,Đang ở,Sổ hồng,19 m,6.54 m,127.2 m²,,1 trệt + 1 lầu,,30 m,,True,True,,,,,,,,,,,,
151933,Bán nhà mặt tiền đường khu dân cư sầm uất phường Hiệp Phú- Mặt tiền đường nhựa rộng 12m,,2,311.8 m²,Đ.Bắc,"Đ.Ngô Quyền, P.Hiệp Phú, Q.9, Hồ Chí Minh",40 tỷ,127 triệu/m²,"128,2 triệu/m²",413 triệu/tháng,,2,117.6 m²,Đ.Bắc,Đang cho thuê,Sổ hồng,32.25 m,9.35 m,311.8 m²,,"1 trệt, 1 lửng",,12 m,,True,True,True,True,True,True,,,,,,,,
